Vegetable,Nitrogen (N),Phosphorus (P),Potassium (K),Rainfall (mm),pH,Temperature,Humidity
Broccoli,197,121,188,209.54367,5.867609,21.282717,60.596404
Spinach,140,127,174,206.430365,6.933878,15.774056,66.589412
Eggplant,150,130,131,218.237938,6.318542,22.624539,65.707152
Chinese cabbage,172,137,166,202.718238,6.171924,19.514046,61.830765
Brussels sprouts,200,159,180,221.366267,6.782605,16.098274,66.787541
Carrots,138,110,100,182.512881,7.468486,15.763391,78.82674
Chinese cabbage,176,132,168,202.035917,6.74441,21.715685,63.436135
Lettuce,151,117,179,204.923409,5.571723,23.146267,65.756634
Bell peppers,132,107,151,185.500769,5.64009,24.85344,67.177128
Carrots,129,109,105,181.287373,6.099531,16.958583,72.870344
Carrots,138,107,101,184.975327,7.274326,17.109835,71.005486
Bok choy,160,135,156,177.117388,6.832327,23.68692,64.16834
Spinach,140,128,163,191.628689,5.848119,17.54926,66.196542
Peas,135,107,125,184.788671,5.892769,16.239314,68.533166
Beans,157,118,131,205.903111,6.721875,19.872717,65.643266
Eggplant,156,125,135,206.971622,6.702599,22.31868,61.858287
Eggplant,158,115,142,207.692472,6.321538,22.716217,62.363243
Lettuce,156,114,175,205.140486,6.804137,23.199028,62.504464
Broccoli,181,131,197,215.29721,6.578825,23.303634,67.224589
Mustard greens,141,101,125,192.240141,6.880583,23.946244,63.406437
Cabbage,219,152,208,186.46382,6.586027,15.339831,77.366198
Cauliflower,177,132,169,199.201505,6.445338,21.913544,68.739619
Eggplant,157,110,150,209.075402,6.573328,20.565482,60.867555
Spinach,152,124,174,191.665735,6.922484,17.619127,60.482014
Zucchini,174,146,151,234.487504,6.407069,23.301714,69.734939
Mustard greens,150,104,138,186.156909,6.330773,20.261909,66.353787
Cucumbers,153,138,151,213.77876,5.639145,22.14102,64.457897
Cauliflower,190,138,175,196.439964,6.360245,21.541145,63.757542
Broccoli,194,127,192,200.694186,6.840417,23.848538,64.977555
Celery,120,111,147,166.754442,7.212946,18.420858,70.95205
Kale,141,113,150,215.976286,6.99489,18.488435,60.008348
Tomatoes,164,152,186,220.203852,5.725526,24.536516,68.425188
Broccoli,183,135,183,212.355613,6.189299,22.219515,67.155364
Celery,137,104,144,173.257496,6.35695,18.451488,71.777485
Mustard greens,145,102,135,180.20768,6.787845,23.164079,65.310967
Tomatoes,165,144,196,231.768953,5.767199,21.213103,61.111693
Celery,122,101,146,170.657012,7.123498,19.478588,71.329128
Spinach,140,120,164,195.891263,6.73181,19.51498,67.292022
Zucchini,180,134,165,237.842567,6.501794,23.021233,66.986044
Brussels sprouts,190,158,189,210.098023,5.890085,18.573177,66.522029
Bell peppers,140,102,163,182.247987,6.548501,24.302237,69.79222
Lettuce,174,102,160,216.841066,6.940503,23.777763,64.645141
Cucumbers,152,121,152,211.922691,5.929917,22.314124,68.067402
Cauliflower,180,134,166,201.018194,6.427526,19.651947,60.569969
Brussels sprouts,197,151,184,210.219316,6.139079,18.716255,62.113162
Cauliflower,186,138,173,209.524487,6.389643,21.687437,66.460017
Beans,156,112,140,201.015615,6.6077,23.133919,62.736542
Carrots,133,97,113,179.811137,6.883778,19.990529,72.056933
Bok choy,166,139,159,175.930267,6.2139,19.815951,61.955786
Cucumbers,155,136,151,206.174419,6.243384,25.874601,67.157493
Zucchini,163,149,165,239.670414,5.645263,25.677506,60.745337
Mustard greens,138,105,121,192.451622,5.677411,18.979581,69.282993
Kale,157,107,141,218.013086,6.698927,16.464903,68.496562
Cucumbers,164,123,159,216.682711,6.19456,25.667381,64.43551
Kale,149,105,136,217.821147,6.065181,19.483762,66.641678
Radishes,126,81,115,155.223502,6.086661,20.108297,67.846286
Carrots,137,92,116,170.311868,7.094176,16.569949,75.382039
Eggplant,145,112,144,212.999218,7.095254,24.703943,69.819487
Chinese cabbage,188,145,160,194.415907,6.149709,18.571914,64.16545
Brussels sprouts,187,163,198,222.345568,6.882257,16.014441,66.395183
Tomatoes,162,154,199,229.39617,6.826117,25.596753,63.609331
Carrots,139,95,109,188.333881,6.074928,18.075841,76.813368
Kale,148,106,145,203.567923,6.140061,19.053068,68.561762
Lettuce,180,107,156,202.826017,6.582737,19.023177,62.080076
Brussels sprouts,183,150,194,219.897512,6.333594,19.920588,65.207024
Zucchini,166,130,168,233.167044,6.591393,25.928308,66.918179
Mustard greens,130,98,140,199.10572,6.320431,21.646498,68.981408
Lettuce,157,100,178,204.6369,6.367012,21.950753,63.033557
Chinese cabbage,185,147,179,194.356237,6.651411,20.352912,63.24604
Brussels sprouts,192,156,195,219.780202,6.164061,16.863877,69.065448
Kale,145,105,141,219.494498,5.555332,19.206754,65.968055
Celery,140,107,132,173.021743,6.60177,18.584881,75.305437
Zucchini,169,150,151,234.303005,6.437628,22.387469,68.210439
Zucchini,179,136,157,237.718631,6.4861,24.371693,65.611462
Bok choy,165,127,150,179.330697,6.863679,21.230657,68.749665
Peas,137,105,123,183.737964,6.396866,15.99186,60.381129
Lettuce,158,109,152,213.113271,5.944479,19.971537,67.899721
Spinach,157,126,176,207.570221,6.424661,16.038514,61.027015
Zucchini,162,148,157,234.75649,6.401235,24.318169,68.5838
Eggplant,156,110,138,200.644461,6.124444,22.287663,60.288091
Tomatoes,165,147,187,228.870634,6.647655,21.340439,65.049248
Radishes,110,88,110,153.121519,5.788373,22.911183,64.130131
Cucumbers,155,126,151,204.692065,6.192924,23.523979,63.925833
Beans,141,116,143,206.845365,7.042126,23.953304,69.5606
Bok choy,157,121,142,180.824674,5.957601,21.22512,62.553192
Brussels sprouts,196,150,188,220.958307,6.402119,18.682109,61.566494
Beans,160,119,132,202.782422,6.816503,23.235408,63.830978
Peas,138,100,129,197.453439,6.746892,19.801609,69.90896
Spinach,150,139,176,206.616904,6.348694,19.019444,64.33141
Lettuce,152,108,161,213.765715,5.582451,23.434241,66.708131
Spinach,148,133,161,202.807158,6.280556,18.155784,65.524452
Beans,140,124,140,214.253172,6.562538,20.220796,62.406933
Spinach,143,126,167,209.330703,5.796936,15.180851,60.697855
Chinese cabbage,183,135,180,194.28363,6.513683,20.555189,67.525019
Radishes,118,96,119,168.379878,6.106875,21.19489,60.190209
Cabbage,210,157,203,198.977227,7.008661,18.21055,75.541503
Cucumbers,170,123,159,212.982747,6.860587,23.044315,68.210265
Cabbage,217,157,209,192.109252,6.334389,15.825885,75.550126
Bok choy,165,134,152,175.370318,5.632746,23.673439,69.076043
Cucumbers,169,125,153,201.505373,6.470656,25.887202,66.423696
Lettuce,160,107,153,201.276596,6.731137,18.779706,69.755873
Radishes,118,98,111,168.778386,5.620085,20.096689,64.272354
Radishes,119,88,101,159.801574,6.039724,22.422762,61.679314
Bell peppers,133,104,154,196.003526,6.977515,21.763645,63.711776
Spinach,154,138,176,208.740643,6.917028,16.331372,60.536058
Cauliflower,180,149,160,202.158914,5.974383,19.803201,62.976766
Bell peppers,150,113,155,181.269134,5.598251,20.958852,63.991371
Peas,136,103,136,183.365042,6.447951,17.635729,62.274538
Lettuce,176,117,176,202.412734,5.527716,23.881405,67.029862
Eggplant,152,118,138,210.464452,7.119032,20.351935,61.176406
Beans,152,121,150,212.210405,6.075011,22.306301,64.558693
Cucumbers,154,135,154,213.107392,6.051538,22.474868,64.431527
Spinach,153,120,172,204.993269,5.986424,17.042188,62.68354
Peas,146,118,136,196.674115,6.113218,16.280001,60.223043
Tomatoes,169,141,191,221.251542,5.500961,21.851901,65.034064
Spinach,158,130,173,202.069069,5.975848,18.484083,68.220794
Zucchini,174,144,158,232.02162,6.794695,24.755152,60.70159
Radishes,122,82,101,166.871648,6.261403,23.815229,61.638524
Beans,145,128,140,210.234201,6.529721,23.573998,60.026277
Bell peppers,140,114,169,198.596582,6.36981,21.288872,68.452338
Spinach,155,140,172,209.745989,6.273732,17.021428,65.302032
Cauliflower,190,138,171,190.859636,6.99161,18.857457,69.683143
Celery,133,115,137,167.078907,6.902985,16.760057,79.24
Bok choy,158,137,156,178.154526,5.959836,20.134922,69.795627
Broccoli,183,135,183,203.663903,6.4475,21.314902,65.601286
Celery,133,114,139,179.033092,6.603159,16.541953,72.230184
Bok choy,150,136,160,184.925153,6.063937,22.01398,66.371122
Peas,133,116,128,199.401871,5.67219,18.761476,64.383709
Zucchini,177,137,160,225.003858,5.695759,22.48477,68.314675
Bell peppers,131,112,157,184.873993,5.699863,23.347192,69.8638
Radishes,124,86,100,162.366516,6.986692,22.0712,63.178622
Eggplant,143,116,133,211.432465,6.879474,23.245579,61.450384
Beans,142,112,130,216.979065,6.264618,20.084564,65.594616
Broccoli,199,127,190,207.470376,6.956825,22.871087,66.034042
Chinese cabbage,171,130,169,206.849682,6.291798,23.065263,65.538569
Eggplant,157,117,144,211.927805,6.680782,21.385946,62.275679
Broccoli,184,124,184,217.465713,5.622614,19.533612,61.036641
Radishes,111,97,118,166.485794,6.364088,22.041032,69.725712
Kale,158,109,147,218.769286,6.199589,19.125759,62.819962
Broccoli,198,136,186,215.331381,6.629192,18.403947,69.267077
Celery,140,114,147,176.731304,7.098041,17.937927,77.892954
Bell peppers,136,104,153,188.759951,5.74229,25.420242,67.221968
Lettuce,160,120,169,203.804342,6.731819,23.626719,61.490747
Bell peppers,148,113,167,197.882459,6.19019,23.526372,63.080961
Celery,131,101,131,174.955214,6.812939,17.139248,75.015935
Broccoli,183,136,180,212.875517,6.183797,18.012581,66.12222
Lettuce,177,117,166,211.176938,5.884781,21.661235,69.904317
Broccoli,180,120,193,217.654922,5.755226,23.610526,69.379895
Mustard greens,148,109,131,195.996751,5.733112,20.135972,62.07502
Kale,153,109,137,218.600921,5.767122,16.746019,66.250564
Radishes,121,91,105,163.899606,6.756509,23.478816,60.27113
Lettuce,158,118,164,214.473708,5.552441,21.693622,66.954541
Cabbage,204,154,201,198.801494,7.030788,18.994769,77.428311
Lettuce,167,105,150,218.225022,5.833893,21.892371,62.001898
Lettuce,175,107,172,207.331019,6.618682,22.021694,67.675748
Cauliflower,182,136,167,206.500347,5.967367,23.981617,66.639486
Zucchini,169,131,159,232.499002,5.850669,20.193991,60.486152
Mustard greens,134,106,134,185.271069,5.926128,22.48382,68.422791
Beans,148,129,134,213.63897,7.191311,18.872554,62.453092
Radishes,118,83,117,168.219726,6.210643,19.752162,62.043131
Kale,154,107,133,211.020517,6.004241,18.57951,69.041414
Zucchini,174,139,164,220.470311,6.367701,23.232461,67.368782
Celery,129,111,139,174.167623,6.03668,19.553418,70.066675
Spinach,140,126,161,202.764408,6.863142,18.449895,63.201306
Bok choy,158,125,148,189.061563,5.869941,18.808622,60.137793
Beans,157,122,148,217.140688,6.089226,21.089446,61.13934
Brussels sprouts,180,164,182,226.783605,6.983488,15.154204,68.903783
Carrots,128,99,118,174.543919,7.436639,15.771538,72.722691
Carrots,130,104,110,186.811343,6.700943,15.144839,71.68306
Zucchini,178,139,161,230.051316,5.739616,21.121376,61.819819
Bell peppers,142,114,164,197.289551,6.631127,25.544662,62.878641
Peas,144,103,127,188.094158,6.082365,16.965604,69.191994
Cucumbers,162,132,143,219.852529,5.913799,23.075479,69.445539
Lettuce,178,105,179,205.363487,5.860872,19.667983,65.621409
Cucumbers,160,125,144,212.747135,5.584717,22.847331,69.539633
Mustard greens,144,101,133,192.673984,6.876027,20.382881,60.446382
Cabbage,204,167,218,187.985988,7.415358,17.428759,79.246205
Zucchini,166,142,168,221.47472,6.996094,21.54645,65.578061
Mustard greens,138,96,120,189.736859,5.7795,20.948294,62.729973
Cauliflower,188,130,160,203.253033,6.147731,21.130427,66.750001
Bok choy,169,138,151,181.574128,5.916306,22.187846,63.104041
Radishes,125,84,111,167.342142,6.996269,22.345088,64.627429
Brussels sprouts,196,163,180,214.994628,5.758498,16.065263,68.214926
Chinese cabbage,175,133,165,205.239004,6.023948,19.531536,64.897427
Cauliflower,184,136,171,191.797614,5.601082,20.599766,67.641229
Zucchini,170,136,150,230.505784,5.653597,20.302234,61.288928
Tomatoes,161,156,184,228.182878,5.762057,25.502247,60.764419
Radishes,120,88,105,167.017732,6.703549,18.657396,68.348479
Bell peppers,137,111,169,196.709363,6.982025,21.944259,62.497214
Brussels sprouts,199,168,188,211.340024,6.556094,16.311522,68.388711
Kale,147,119,150,216.66153,6.227477,16.916888,68.291638
Tomatoes,162,145,196,225.387498,6.188461,24.940187,62.262536
Radishes,129,88,107,166.648455,6.035241,20.825211,66.475839
Beans,145,110,148,214.731843,6.140207,20.972951,62.599513
Brussels sprouts,182,162,192,214.24433,5.859168,18.492768,66.887175
Spinach,141,127,163,203.435608,6.903484,15.808471,64.321483
Lettuce,154,103,179,200.463105,6.970825,18.467477,60.450186
Beans,151,124,139,210.157799,7.397749,23.823754,61.192871
Zucchini,160,137,159,233.04155,6.056038,21.681528,62.936448
Broccoli,198,127,181,202.099034,5.829389,20.797035,66.41946
Kale,158,112,147,204.781159,6.534473,19.124159,68.12656
Cabbage,204,161,204,193.344332,7.425559,17.583448,70.140777
Brussels sprouts,199,161,183,222.689817,6.619356,15.039352,66.701667
Eggplant,143,122,139,204.967976,6.555709,22.538125,66.752298
Brussels sprouts,184,160,182,213.153735,6.500327,19.799951,62.747006
Carrots,125,110,100,188.819258,6.955893,18.899163,79.861661
Peas,143,100,125,189.454619,6.344198,16.465818,67.812898
Mustard greens,132,107,138,186.508921,6.527894,21.709904,68.612438
Beans,156,118,133,213.769334,6.027816,20.390231,67.430586
Broccoli,183,125,197,212.047106,5.957632,18.770857,66.760123
Radishes,110,90,109,167.869064,5.554314,18.548069,66.597807
Zucchini,166,143,167,234.807506,5.704983,23.750019,68.635874
Broccoli,182,126,185,212.795857,6.606405,21.992275,62.32416
Cabbage,204,157,204,190.047435,6.305362,17.141636,73.197248
Radishes,119,100,113,157.003437,6.684089,19.99461,63.027011
Spinach,143,140,162,209.218528,6.785894,17.714673,63.875089
Brussels sprouts,199,168,200,211.642372,6.799156,15.75307,68.239393
Zucchini,161,134,162,221.415355,5.649778,23.40755,61.74382
Mustard greens,132,104,135,186.616172,6.990457,23.275537,67.819046
Lettuce,156,109,175,210.418848,5.72151,20.069542,62.021485
Cucumbers,150,129,140,212.153282,6.969944,22.175317,63.120141
Peas,136,113,137,193.086873,5.864308,18.828252,61.90284
Bell peppers,147,115,154,198.692937,6.839576,22.682527,62.521731
Cauliflower,170,131,173,208.131815,5.74922,23.366803,63.479114
Brussels sprouts,181,161,180,226.29402,5.731226,17.0672,66.720556
Peas,131,100,120,198.265517,6.194586,17.179212,64.277276
Brussels sprouts,196,166,200,217.634889,5.88779,15.071562,67.587534
Spinach,145,124,161,194.922816,6.866675,18.700133,61.619329
Lettuce,156,115,153,216.403415,5.944419,18.63846,60.380492
Brussels sprouts,189,157,189,223.109216,6.771868,19.102222,68.876644
Bok choy,168,128,148,177.509653,6.131826,21.306651,62.772076
Tomatoes,172,158,185,221.352985,5.603964,20.863525,69.256809
Bell peppers,149,111,165,192.819723,6.486071,23.105001,63.324414
Kale,146,109,131,212.93045,5.684261,15.365418,68.359912
Cucumbers,162,120,152,206.169365,6.003223,23.230181,63.085825
Chinese cabbage,178,140,168,203.686206,6.939816,20.104977,61.128979
Bok choy,160,122,150,183.337268,6.640043,20.10324,69.265953
Spinach,160,126,180,203.408184,6.484635,17.84656,63.405623
Bok choy,165,137,140,176.797242,6.568576,22.854824,67.329024
Mustard greens,130,96,128,182.057393,5.982459,22.380701,62.002919
Peas,135,114,131,197.671106,6.10255,19.824023,64.373744
Spinach,149,128,162,199.95692,6.405101,19.004266,60.005531
Cabbage,206,170,204,195.791527,6.59736,18.007343,73.408899
Brussels sprouts,200,157,189,219.324433,6.375355,16.125056,66.702674
Eggplant,156,115,144,210.607854,6.666072,20.026634,68.100993
Eggplant,141,128,138,204.209789,6.055111,24.120787,67.105154
Brussels sprouts,187,153,186,223.193829,6.449533,18.098884,61.055458
Bok choy,168,122,153,175.558925,5.550919,19.680309,65.965848
Cabbage,219,167,213,191.276796,6.121211,16.391176,77.146221
Carrots,120,93,119,189.72875,6.884639,16.676511,75.043789
Broccoli,194,138,187,200.163153,6.707429,19.822949,67.168
Eggplant,141,125,137,216.489327,6.082017,23.932929,67.755711
Carrots,134,101,113,182.948914,7.312265,18.266162,74.903996
Mustard greens,141,99,140,180.197526,6.587138,18.758442,62.675438
Tomatoes,173,145,189,238.743727,6.159436,24.040125,65.178817
Cucumbers,162,135,144,215.813832,6.181993,25.917513,66.773831
Bok choy,156,137,147,172.684386,6.425584,22.077216,60.455503
Spinach,160,139,162,201.613876,6.029534,18.599774,68.022878
Mustard greens,148,94,126,198.287592,6.651511,23.064632,61.296288
Brussels sprouts,188,159,200,228.781512,5.821149,18.817785,63.29255
Cabbage,202,157,211,182.861342,7.481336,19.973061,78.03039
Lettuce,177,112,152,218.313775,5.956187,19.401969,68.486106
Bell peppers,150,105,151,191.633276,6.824627,22.111327,67.873515
Celery,140,114,142,174.385452,7.377163,16.535624,73.224216
Bok choy,170,128,159,188.6709,6.919945,23.088203,65.772816
Chinese cabbage,180,133,170,202.838148,5.811172,21.78299,66.344457
Cucumbers,169,131,146,217.823398,6.555515,23.317618,65.313838
Eggplant,145,120,134,208.456961,7.332183,25.513681,64.33075
Zucchini,168,143,152,239.840979,6.476979,22.097664,63.285835
Mustard greens,142,108,136,196.015689,5.962109,23.841029,68.537647
Bell peppers,146,118,160,197.167292,6.379552,24.311226,62.974302
Zucchini,177,144,166,232.885074,6.228961,25.150276,61.159703
Radishes,120,97,107,161.674357,5.628015,19.30883,67.557249
Celery,122,112,139,164.901084,6.012084,19.178603,79.197627
Peas,135,117,123,182.83356,6.391815,18.32362,64.153775
Peas,145,111,123,193.678477,6.035266,16.913938,68.685774
Bell peppers,143,113,165,189.466902,6.88652,20.491025,64.022399
Tomatoes,178,155,183,237.456371,6.912079,25.924894,62.323261
Beans,150,115,136,206.502993,7.383708,21.296284,69.21872
Cauliflower,182,146,179,202.079703,5.83453,21.748799,62.832852
Peas,145,109,134,191.561139,6.288791,17.347438,60.857687
Bok choy,152,128,159,177.391168,6.068113,23.932785,63.980125
Mustard greens,145,97,137,190.538907,5.603095,20.090628,68.56605
Spinach,141,139,177,195.171863,6.523102,15.454242,62.370015
Tomatoes,178,145,188,236.100453,6.635656,23.565898,67.191084
Kale,155,114,132,202.96668,6.690394,17.807125,65.353548
Celery,137,100,135,172.327972,6.323657,18.09908,73.411145
Lettuce,167,109,176,203.948744,6.894569,23.783136,69.537255
Zucchini,167,132,150,237.214248,6.911905,24.228296,63.623605
Cabbage,208,162,208,185.54317,6.913868,19.13772,78.325134
Lettuce,151,102,162,211.590829,6.287579,19.860104,64.070924
Cabbage,219,160,216,195.104582,7.433184,15.715448,71.93542
Cucumbers,159,128,151,205.994938,6.271873,20.610833,68.392049
Eggplant,159,128,138,208.821894,6.377911,22.163285,61.893604
Mustard greens,150,92,123,197.01794,5.78702,22.277329,60.858671
Broccoli,180,129,193,212.412551,6.561605,23.097698,62.823909
Bok choy,155,133,153,183.876206,5.624464,18.464407,69.81285
Peas,150,108,136,185.538959,6.162481,16.534686,63.457861
Peas,131,106,129,192.461692,6.521113,17.255539,68.680251
Chinese cabbage,183,145,172,196.736303,5.704342,19.490098,64.26877
Cucumbers,160,124,150,216.346426,6.129101,25.973644,61.051647
